label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
Marine Animal,63,76,195,68,3314112607_52a7726c68_o.jpg,300,225
Marine Animal,110,83,84,118,3324288896_19de534fe0_o.jpg,300,225
Marine Animal,103,72,87,153,3334940091_e52661eef3_o.jpg,300,225
Marine Animal,19,4,281,210,3336837611_465824138b_o.jpg,300,225
Marine Animal,95,17,197,178,3337353071_0900088517_o.jpg,300,200
Marine Animal,22,66,129,114,3350272029_45586355dc_o.jpg,300,180
Marine Animal,181,71,119,109,3350272029_45586355dc_o.jpg,300,180
Marine Animal,5,1,124,290,3351986675_86c7e09f6e_b.jpg,201,300
Marine Animal,181,216,20,84,3351986675_86c7e09f6e_b.jpg,201,300
Marine Animal,50,41,186,181,3352867329_5ed56bbf93_b.jpg,300,225
Marine Animal,141,0,116,88,3355443840_91ed6e7aa6_o.jpg,300,225
Marine Animal,67,26,129,154,3355905891_639943804e_o.jpg,300,200
Marine Animal,80,32,130,114,3355920745_d3f701f69e_o.jpg,300,199
Marine Animal,9,47,272,98,3355921661_32da953056_o.jpg,300,186
Marine Animal,36,25,126,182,3355925143_ee223725d6_o.jpg,201,300
Marine Animal,42,101,124,77,3355925855_58145242be_o.jpg,300,226
Marine Animal,21,24,178,220,3355927135_afe4f11d5d_o.jpg,264,300
Marine Animal,61,64,167,101,3355928053_e33b8d3f5f_o.jpg,300,199
Marine Animal,4,32,278,123,3355929201_f9a0ba9c61_o.jpg,300,175
Marine Animal,42,3,215,292,3355930397_6e5ab85f31_o.jpg,290,300
Marine Animal,33,38,243,127,3355935641_44ec25512e_o.jpg,300,213
Marine Animal,92,51,108,111,3355937373_fd7477ae16_o.jpg,300,199
Marine Animal,20,1,175,299,3355939245_45e3193924_o.jpg,199,300
Marine Animal,34,2,255,197,3355940151_a30c7364d7_o.jpg,300,199
Marine Animal,64,8,171,165,3356725534_9aa0e09772_o.jpg,300,200
Marine Animal,28,7,158,185,3356739568_64be70f96a_o.jpg,300,199
Marine Animal,0,19,284,145,3356741342_1ae779b98a_o.jpg,300,179
Marine Animal,15,44,268,118,3356744372_f814aa3525_o.jpg,300,199
Marine Animal,33,48,240,103,3356749780_f4f253da9d_o.jpg,300,199
Marine Animal,0,0,216,186,3356756088_2dbcb7063c_o.jpg,300,199
Marine Animal,57,83,49,51,3356757578_29437b7b52_o.jpg,300,256
Marine Animal,24,34,257,152,3357906924_4316f8f5c0_o.jpg,300,200
Marine Animal,115,41,88,113,3358937758_a841dd172d_o.jpg,300,200
Marine Animal,129,51,45,50,3362423028_6cf764b17f_o.jpg,300,225
Marine Animal,5,44,155,85,3362423028_6cf764b17f_o.jpg,300,225
Marine Animal,0,0,62,57,3362423028_6cf764b17f_o.jpg,300,225
Marine Animal,51,126,93,51,3369236854_d4cb96796c_b.jpg,300,225
Marine Animal,0,2,233,190,3373192319_b7e683b6b1_o.jpg,300,199
Marine Animal,7,82,174,132,3373270173_93281a2cb4_o.jpg,298,300
Marine Animal,77,19,75,61,3373270173_93281a2cb4_o.jpg,298,300
Marine Animal,170,13,113,108,3373270173_93281a2cb4_o.jpg,298,300
Marine Animal,216,160,82,119,3373270173_93281a2cb4_o.jpg,298,300
Marine Animal,182,145,68,131,3373270173_93281a2cb4_o.jpg,298,300
Marine Animal,0,207,50,89,3373270173_93281a2cb4_o.jpg,298,300
Marine Animal,85,86,176,99,3376710278_dc14c36d1b_b.jpg,300,225
Trash,252,167,68,78,obj0760_frame0000174.jpg,480,360
Trash,182,87,107,71,obj0818_frame0000022.jpg,480,360
Trash,84,133,270,227,obj0871_frame0000096.jpg,480,360
Trash,286,10,189,338,obj0871_frame0000096.jpg,480,360
Trash,8,11,211,223,obj0871_frame0000096.jpg,480,360
Trash,258,188,60,52,obj1050_frame0000054.jpg,480,360
Trash,243,210,17,39,obj1050_frame0000054.jpg,480,360
Trash,143,196,89,57,obj1050_frame0000054.jpg,480,360
Trash,61,250,53,56,obj1050_frame0000054.jpg,480,360
Trash,248,158,80,50,obj1061_frame0000042.jpg,480,360
Trash,68,242,32,41,obj1061_frame0000064.jpg,480,360
Trash,348,143,132,215,obj1061_frame0000109.jpg,480,360
Trash,232,165,58,71,obj1061_frame0000151.jpg,480,360
Trash,0,170,58,27,obj1061_frame0000151.jpg,480,360
Trash,298,180,61,57,obj1073_frame0000030.jpg,480,360
Marine Animal,134,77,141,96,obj1073_frame0000030.jpg,480,360
Trash,248,165,25,58,obj1076_frame0000004.jpg,480,360
Trash,103,126,75,44,obj1107_frame0000001.jpg,480,360
Trash,254,261,51,38,obj1107_frame0000001.jpg,480,360
Trash,85,96,312,189,obj1107_frame0000059.jpg,480,360
Trash,217,193,81,50,obj1108_frame0000001.jpg,480,360
Trash,315,187,65,55,obj1108_frame0000126.jpg,480,360
Trash,170,127,64,51,obj1111_frame0000030.jpg,480,360
Marine Animal,335,170,145,73,obj1111_frame0000030.jpg,480,360
Marine Animal,157,102,52,176,obj1111_frame0000107.jpg,480,360
Marine Animal,217,133,45,129,obj1111_frame0000107.jpg,480,360
Marine Animal,91,121,59,111,obj1111_frame0000107.jpg,480,360
Marine Animal,272,239,37,40,obj1111_frame0000107.jpg,480,360
Trash,7,66,377,240,obj1111_frame0000107.jpg,480,360
Trash,202,53,109,147,obj1202_frame0000183.jpg,480,270
Trash,158,13,107,61,obj1246_frame0000008.jpg,480,270
Trash,83,16,390,248,obj1246_frame0000088.jpg,480,270
Trash,274,57,97,58,obj1250_frame0000001.jpg,480,270
Trash,157,120,135,150,obj1297_frame0000096.jpg,480,270
Trash,366,8,89,70,obj1297_frame0000096.jpg,480,270
Trash,271,66,107,78,obj1297_frame0000096.jpg,480,270
Trash,309,167,90,83,obj1297_frame0000294.jpg,480,270
Trash,384,130,96,71,obj1297_frame0000294.jpg,480,270
Trash,47,59,403,205,obj1602_frame0000061.jpg,480,270
Trash,62,15,145,147,obj1617_frame0000078.jpg,480,270
Trash,156,7,102,51,obj1657_frame0000029.jpg,480,270
Trash,281,104,96,118,obj1667_frame0000011.jpg,480,270
Trash,107,197,113,216,plastic14_jpg.rf.fb7efde11f0f6a6d5c20c775c0d0cd1b.jpg,416,416
Trash,159,127,150,118,plastic14_jpg.rf.fb7efde11f0f6a6d5c20c775c0d0cd1b.jpg,416,416
Trash,234,62,110,118,plastic14_jpg.rf.fb7efde11f0f6a6d5c20c775c0d0cd1b.jpg,416,416
Trash,325,19,91,93,plastic14_jpg.rf.fb7efde11f0f6a6d5c20c775c0d0cd1b.jpg,416,416
Trash,123,199,132,128,plastic19_jpg.rf.50a301f40e91d73e2dbd795420326bb9.jpg,416,416
Trash,283,242,26,163,plastic19_jpg.rf.50a301f40e91d73e2dbd795420326bb9.jpg,416,416
Trash,0,292,167,98,plastic19_jpg.rf.50a301f40e91d73e2dbd795420326bb9.jpg,416,416
Trash,114,3,25,64,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,140,16,25,56,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,165,2,13,56,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,183,7,44,55,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,195,68,42,70,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,142,111,41,15,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,110,38,17,84,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,89,48,24,88,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,103,138,19,61,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,115,172,24,72,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,210,126,20,68,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,182,147,30,63,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,217,186,30,55,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,265,242,37,61,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,343,298,18,79,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,314,324,29,63,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,283,313,28,71,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,235,268,27,55,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,199,309,45,69,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,142,321,41,64,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,84,288,41,70,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,109,269,53,38,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,148,228,44,38,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,135,118,49,40,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,185,240,37,50,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,25,36,35,46,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,276,60,29,28,plastic20_jpg.rf.01949cbd991d6547078ccf40c1f716f6.jpg,416,416
Trash,89,45,126,146,plastic21_jpg.rf.3a0b8f104b2bf90abf56795151997e67.jpg,416,416
Trash,117,0,120,131,plastic21_jpg.rf.3a0b8f104b2bf90abf56795151997e67.jpg,416,416
Trash,304,77,112,113,plastic21_jpg.rf.3a0b8f104b2bf90abf56795151997e67.jpg,416,416
Trash,266,125,92,128,plastic21_jpg.rf.3a0b8f104b2bf90abf56795151997e67.jpg,416,416
Trash,285,272,130,92,plastic21_jpg.rf.3a0b8f104b2bf90abf56795151997e67.jpg,416,416
Trash,205,167,75,140,plastic21_jpg.rf.3a0b8f104b2bf90abf56795151997e67.jpg,416,416
Trash,32,187,148,89,plastic21_jpg.rf.3a0b8f104b2bf90abf56795151997e67.jpg,416,416
Trash,95,285,105,131,plastic21_jpg.rf.3a0b8f104b2bf90abf56795151997e67.jpg,416,416
Trash,0,332,70,65,plastic21_jpg.rf.3a0b8f104b2bf90abf56795151997e67.jpg,416,416
Trash,0,0,102,147,plastic21_jpg.rf.3a0b8f104b2bf90abf56795151997e67.jpg,416,416
Trash,189,52,143,287,plastic22_jpg.rf.3f04a606601897c5682431e0166a5349.jpg,416,416
Trash,147,52,83,212,plastic2_jpg.rf.5dad204b274f50e7b04f36773c35d800.jpg,416,416
Marine Animal,337,218,42,28,plastic2_jpg.rf.5dad204b274f50e7b04f36773c35d800.jpg,416,416
Trash,97,122,36,86,vid_000035_frame0000033.jpg,480,270
Trash,377,206,24,25,vid_000035_frame0000033.jpg,480,270
Trash,148,114,26,96,vid_000035_frame0000033.jpg,480,270
Trash,183,117,21,83,vid_000035_frame0000033.jpg,480,270
Trash,224,75,39,86,vid_000035_frame0000033.jpg,480,270
Trash,220,52,23,27,vid_000035_frame0000033.jpg,480,270
Trash,280,84,200,102,vid_000035_frame0000037.jpg,480,270
Trash,246,197,44,49,vid_000036_frame0000007.jpg,480,270
Trash,138,40,285,80,vid_000052_frame0000084.jpg,480,270
Trash,151,21,305,71,vid_000052_frame0000086.jpg,480,270
Trash,135,65,87,101,vid_000053_frame0000003.jpg,480,270
Marine Animal,94,57,28,28,vid_000053_frame0000003.jpg,480,270
Marine Animal,82,147,32,36,vid_000053_frame0000003.jpg,480,270
Marine Animal,136,170,23,25,vid_000053_frame0000003.jpg,480,270
Marine Animal,160,169,19,28,vid_000053_frame0000003.jpg,480,270
Marine Animal,366,71,18,27,vid_000054_frame0000001.jpg,480,270
Marine Animal,279,18,49,22,vid_000054_frame0000001.jpg,480,270
Marine Animal,203,171,36,33,vid_000054_frame0000001.jpg,480,270
Trash,244,74,104,129,vid_000054_frame0000001.jpg,480,270
Trash,122,149,123,92,vid_000055_frame0000001.jpg,480,270
Trash,188,14,140,57,vid_000055_frame0000001.jpg,480,270
Trash,15,177,70,62,vid_000063_frame0000010.jpg,480,270
Trash,195,88,74,49,vid_000069_frame0000050.jpg,480,270
Trash,110,162,40,46,vid_000069_frame0000050.jpg,480,270
Trash,304,192,69,68,vid_000069_frame0000050.jpg,480,270
Trash,275,60,67,28,vid_000069_frame0000050.jpg,480,270
Trash,14,182,45,79,vid_000069_frame0000050.jpg,480,270
Marine Animal,2,12,70,49,vid_000090_frame0000018.jpg,480,270
Marine Animal,285,29,23,38,vid_000090_frame0000018.jpg,480,270
Marine Animal,285,111,49,36,vid_000090_frame0000018.jpg,480,270
Marine Animal,384,122,40,90,vid_000090_frame0000018.jpg,480,270
Marine Animal,75,160,55,36,vid_000090_frame0000018.jpg,480,270
Marine Animal,243,201,46,50,vid_000090_frame0000018.jpg,480,270
Marine Animal,290,234,76,35,vid_000090_frame0000018.jpg,480,270
Marine Animal,134,127,145,49,vid_000090_frame0000018.jpg,480,270
Marine Animal,42,93,70,66,vid_000090_frame0000018.jpg,480,270
Marine Animal,112,57,66,58,vid_000090_frame0000018.jpg,480,270
Marine Animal,184,33,38,75,vid_000090_frame0000018.jpg,480,270
Marine Animal,322,14,23,34,vid_000090_frame0000018.jpg,480,270
Trash,5,12,392,256,vid_000090_frame0000018.jpg,480,270
Marine Animal,5,8,70,80,vid_000090_frame0000030.jpg,480,270
Marine Animal,267,45,43,54,vid_000090_frame0000030.jpg,480,270
Marine Animal,14,114,82,62,vid_000090_frame0000030.jpg,480,270
Marine Animal,248,139,37,55,vid_000090_frame0000030.jpg,480,270
Marine Animal,195,190,53,44,vid_000090_frame0000030.jpg,480,270
Marine Animal,256,222,77,48,vid_000090_frame0000030.jpg,480,270
Marine Animal,381,139,49,52,vid_000090_frame0000030.jpg,480,270
Marine Animal,139,125,78,34,vid_000090_frame0000030.jpg,480,270
Marine Animal,81,66,70,35,vid_000090_frame0000030.jpg,480,270
Marine Animal,214,23,36,64,vid_000090_frame0000030.jpg,480,270
Marine Animal,318,39,17,36,vid_000090_frame0000030.jpg,480,270
Marine Animal,272,118,57,61,vid_000090_frame0000030.jpg,480,270
Trash,15,3,355,267,vid_000090_frame0000030.jpg,480,270
Trash,185,44,83,130,vid_000090_frame0000084.jpg,480,270
Trash,13,54,156,67,vid_000090_frame0000084.jpg,480,270
Trash,280,118,61,142,vid_000090_frame0000084.jpg,480,270
Trash,59,49,169,104,vid_000091_frame0000012.jpg,480,270
Trash,254,149,57,100,vid_000091_frame0000012.jpg,480,270
Trash,314,8,161,246,vid_000094_frame0000004.jpg,480,270
Trash,178,89,268,164,vid_000094_frame0000068.jpg,480,270
Trash,10,16,232,193,vid_000095_frame0000001.jpg,480,270
Trash,90,211,70,59,vid_000099_frame0000025.jpg,480,270
Marine Animal,372,30,45,45,vid_000102_frame0000005.jpg,480,270
Marine Animal,392,235,30,30,vid_000102_frame0000005.jpg,480,270
Marine Animal,356,93,16,19,vid_000102_frame0000005.jpg,480,270
Marine Animal,434,59,19,18,vid_000102_frame0000005.jpg,480,270
Marine Animal,436,9,11,18,vid_000102_frame0000005.jpg,480,270
Marine Animal,299,46,20,19,vid_000102_frame0000005.jpg,480,270
Marine Animal,321,127,26,20,vid_000102_frame0000005.jpg,480,270
Marine Animal,314,20,11,13,vid_000102_frame0000005.jpg,480,270
Marine Animal,236,80,10,10,vid_000102_frame0000005.jpg,480,270
Marine Animal,250,51,15,19,vid_000102_frame0000005.jpg,480,270
Marine Animal,216,153,17,14,vid_000102_frame0000005.jpg,480,270
Marine Animal,175,154,11,16,vid_000102_frame0000005.jpg,480,270
Marine Animal,203,165,10,14,vid_000102_frame0000005.jpg,480,270
Marine Animal,316,76,16,12,vid_000102_frame0000005.jpg,480,270
Marine Animal,251,112,17,19,vid_000102_frame0000005.jpg,480,270
Marine Animal,227,97,15,16,vid_000102_frame0000005.jpg,480,270
Marine Animal,265,199,28,19,vid_000102_frame0000005.jpg,480,270
Marine Animal,293,148,18,12,vid_000102_frame0000005.jpg,480,270
Marine Animal,207,63,73,44,vid_000102_frame0000012.jpg,480,270
Marine Animal,308,50,28,45,vid_000102_frame0000012.jpg,480,270
Marine Animal,276,49,22,22,vid_000102_frame0000012.jpg,480,270
Marine Animal,341,78,26,33,vid_000102_frame0000012.jpg,480,270
Marine Animal,298,3,68,33,vid_000102_frame0000012.jpg,480,270
Marine Animal,356,50,49,49,vid_000102_frame0000012.jpg,480,270
Marine Animal,293,174,53,49,vid_000102_frame0000012.jpg,480,270
Marine Animal,242,164,36,34,vid_000102_frame0000012.jpg,480,270
Marine Animal,220,122,47,36,vid_000102_frame0000012.jpg,480,270
Marine Animal,301,127,28,29,vid_000102_frame0000012.jpg,480,270
Marine Animal,358,138,23,23,vid_000102_frame0000012.jpg,480,270
Marine Animal,148,188,56,36,vid_000102_frame0000012.jpg,480,270
Marine Animal,131,232,57,26,vid_000102_frame0000012.jpg,480,270
Marine Animal,290,237,35,31,vid_000102_frame0000012.jpg,480,270
Marine Animal,214,180,29,27,vid_000102_frame0000012.jpg,480,270
Marine Animal,55,248,36,22,vid_000102_frame0000012.jpg,480,270
Trash,246,21,91,43,vid_000104_frame0000001.jpg,480,270
Trash,166,163,36,48,vid_000105_frame0000004.jpg,480,360
Marine Animal,118,162,76,66,vid_000105_frame0000018.jpg,480,360
Marine Animal,195,144,42,60,vid_000105_frame0000018.jpg,480,360
Marine Animal,292,163,30,67,vid_000105_frame0000018.jpg,480,360
Marine Animal,306,162,90,89,vid_000105_frame0000018.jpg,480,360
Marine Animal,236,105,50,51,vid_000105_frame0000018.jpg,480,360
Trash,156,103,278,213,vid_000105_frame0000018.jpg,480,360
Trash,415,180,65,36,vid_000112_frame0000001.jpg,480,360
Trash,209,129,194,204,vid_000112_frame0000046.jpg,480,360
Trash,225,166,61,60,vid_000112_frame0000052.jpg,480,360
Trash,45,28,416,303,vid_000113_frame0000010.jpg,480,360
Trash,72,109,121,83,vid_000114_frame0000037.jpg,480,270
Trash,196,93,66,53,vid_000115_frame0000033.jpg,480,270
Trash,111,11,107,100,vid_000115_frame0000033.jpg,480,270
Trash,2,88,133,182,vid_000115_frame0000033.jpg,480,270
Trash,298,81,173,141,vid_000121_frame0000001.jpg,480,270
Trash,203,141,63,80,vid_000141_frame0000015.jpg,480,270
Marine Animal,101,201,45,49,vid_000142_frame0000011.jpg,480,270
Marine Animal,19,147,53,54,vid_000142_frame0000011.jpg,480,270
Marine Animal,332,72,57,79,vid_000142_frame0000011.jpg,480,270
Marine Animal,255,48,67,53,vid_000142_frame0000011.jpg,480,270
Trash,70,50,284,208,vid_000142_frame0000011.jpg,480,270
Trash,80,81,238,141,vid_000143_frame0000010.jpg,480,270
Trash,101,7,261,257,vid_000144_frame0000011.jpg,480,270
Marine Animal,286,128,150,112,vid_000144_frame0000039.jpg,480,270
Marine Animal,274,72,59,72,vid_000144_frame0000039.jpg,480,270
Marine Animal,263,204,75,65,vid_000144_frame0000039.jpg,480,270
Marine Animal,138,165,118,42,vid_000144_frame0000039.jpg,480,270
Marine Animal,191,115,64,37,vid_000144_frame0000039.jpg,480,270
Marine Animal,381,241,65,47,vid_000150_frame0000013.jpg,480,360
Marine Animal,335,208,50,83,vid_000150_frame0000013.jpg,480,360
Marine Animal,235,121,40,67,vid_000151_frame0000010.jpg,480,360
Trash,159,137,50,22,vid_000151_frame0000010.jpg,480,360
Marine Animal,159,18,164,91,vid_000152_frame0000012.jpg,480,360
Trash,247,171,75,64,vid_000152_frame0000012.jpg,480,360
Trash,67,125,279,120,vid_000205_frame0000011.jpg,480,360
Trash,241,259,65,50,vid_000205_frame0000011.jpg,480,360
Trash,56,94,100,37,vid_000205_frame0000011.jpg,480,360
Trash,127,65,138,34,vid_000205_frame0000011.jpg,480,360
Trash,412,188,20,24,vid_000205_frame0000052.jpg,480,360
Trash,428,141,40,23,vid_000205_frame0000052.jpg,480,360
Trash,276,151,35,28,vid_000205_frame0000052.jpg,480,360
Trash,211,136,29,24,vid_000205_frame0000052.jpg,480,360
Trash,131,179,15,28,vid_000205_frame0000052.jpg,480,360
Trash,248,205,15,15,vid_000205_frame0000052.jpg,480,360
Trash,152,288,26,26,vid_000205_frame0000052.jpg,480,360
Trash,297,94,183,108,vid_000206_frame0000018.jpg,480,360
Trash,122,42,196,212,vid_000210_frame0000009.jpg,480,360
Trash,169,179,66,57,vid_000214_frame0000005.jpg,480,360
Trash,78,227,66,39,vid_000214_frame0000005.jpg,480,360
Trash,250,156,52,45,vid_000214_frame0000005.jpg,480,360
Trash,93,59,103,59,vid_000233_frame0000020.jpg,480,360
Trash,199,107,257,175,vid_000233_frame0000020.jpg,480,360
Trash,196,197,56,51,vid_000235_frame0000027.jpg,480,360
Trash,119,92,339,135,vid_000235_frame0000027.jpg,480,360
Trash,188,28,74,138,vid_000240_frame0000043.jpg,480,360
Trash,164,204,45,39,vid_000240_frame0000043.jpg,480,360
Trash,224,106,47,40,vid_000240_frame0000052.jpg,480,360
Trash,104,175,56,77,vid_000240_frame0000052.jpg,480,360
Trash,279,123,62,89,vid_000240_frame0000052.jpg,480,360
Trash,182,197,40,92,vid_000240_frame0000052.jpg,480,360
Trash,321,157,57,66,vid_000240_frame0000072.jpg,480,360
Trash,166,220,48,49,vid_000240_frame0000072.jpg,480,360
Trash,324,204,40,31,vid_000243_frame0000012.jpg,480,360
Trash,443,87,32,40,vid_000243_frame0000012.jpg,480,360
Trash,216,19,142,189,vid_000245_frame0000004.jpg,480,360
Trash,195,138,119,120,vid_000245_frame0000014.jpg,480,360
Trash,2,92,242,268,vid_000246_frame0000001.jpg,480,360
Trash,38,61,277,232,vid_000246_frame0000032.jpg,480,360
Trash,93,204,80,57,vid_000247_frame0000012.jpg,480,360
Trash,85,280,61,45,vid_000247_frame0000014.jpg,480,360
Trash,4,156,104,88,vid_000247_frame0000016.jpg,480,360
Marine Animal,16,105,464,183,vid_000250_frame0000015.jpg,480,360
Trash,0,75,190,109,vid_000254_frame0000006.jpg,480,360
Trash,198,172,63,26,vid_000254_frame0000019.jpg,480,360
Trash,241,186,91,66,vid_000264_frame0000023.jpg,480,360
Trash,324,167,39,155,vid_000264_frame0000073.jpg,480,360
Trash,172,153,131,83,vid_000268_frame0000005.jpg,480,360
Trash,16,100,213,193,vid_000268_frame0000012.jpg,480,360
Trash,127,141,74,91,vid_000268_frame0000018.jpg,480,360
Trash,169,171,84,45,vid_000269_frame0000049.jpg,480,360
Trash,214,155,137,79,vid_000269_frame0000065.jpg,480,360
Trash,295,188,99,33,vid_000273_frame0000012.jpg,480,360
Trash,381,94,79,78,vid_000285_frame0000029.jpg,480,360
Trash,441,116,39,85,vid_000285_frame0000150.jpg,480,360
Trash,131,188,39,33,vid_000297_frame0000001.jpg,480,360
Trash,48,209,88,49,vid_000306_frame0000003.jpg,480,360
Trash,144,175,122,79,vid_000309_frame0000012.jpg,480,360
Trash,131,124,174,111,vid_000314_frame0000022.jpg,480,360
Marine Animal,369,259,109,56,vid_000314_frame0000022.jpg,480,360
Marine Animal,428,230,46,24,vid_000314_frame0000022.jpg,480,360
Marine Animal,52,236,104,46,vid_000314_frame0000022.jpg,480,360
Marine Animal,41,156,96,58,vid_000314_frame0000022.jpg,480,360
Trash,63,227,44,35,vid_000316_frame0000011.jpg,480,360
Trash,161,81,110,110,vid_000316_frame0000011.jpg,480,360
Trash,399,131,39,37,vid_000316_frame0000011.jpg,480,360
Trash,369,104,12,23,vid_000316_frame0000011.jpg,480,360
Trash,409,89,2,8,vid_000316_frame0000011.jpg,480,360
Trash,324,121,21,40,vid_000316_frame0000011.jpg,480,360
Trash,152,261,51,32,vid_000316_frame0000011.jpg,480,360
Trash,80,154,28,44,vid_000316_frame0000011.jpg,480,360
Trash,266,215,60,53,vid_000316_frame0000011.jpg,480,360
Trash,377,184,46,28,vid_000316_frame0000011.jpg,480,360
Trash,309,68,32,20,vid_000316_frame0000011.jpg,480,360
Trash,96,33,169,155,vid_000316_frame0000012.jpg,480,360
Trash,209,155,63,55,vid_000316_frame0000034.jpg,480,360
Marine Animal,356,48,114,64,vid_000317_frame0000022.jpg,480,360
Marine Animal,313,138,57,46,vid_000319_frame0000003.jpg,480,270
Marine Animal,232,93,32,28,vid_000319_frame0000003.jpg,480,270
Marine Animal,130,84,257,145,vid_000319_frame0000003.jpg,480,270
Marine Animal,74,23,87,50,vid_000320_frame0000052.jpg,480,270
Marine Animal,411,153,59,53,vid_000320_frame0000052.jpg,480,270
Marine Animal,39,132,74,53,vid_000320_frame0000052.jpg,480,270
Marine Animal,183,168,64,36,vid_000320_frame0000057.jpg,480,270
Marine Animal,100,159,53,83,vid_000320_frame0000057.jpg,480,270
Marine Animal,46,157,44,40,vid_000320_frame0000057.jpg,480,270
Marine Animal,352,188,4,3,vid_000320_frame0000057.jpg,480,270
Marine Animal,343,183,20,19,vid_000320_frame0000057.jpg,480,270
Marine Animal,405,190,40,32,vid_000320_frame0000057.jpg,480,270
Trash,264,132,210,138,vid_000320_frame0000057.jpg,480,270
Marine Animal,169,126,45,33,vid_000320_frame0000059.jpg,480,270
Marine Animal,370,89,47,27,vid_000320_frame0000059.jpg,480,270
Marine Animal,390,12,24,19,vid_000320_frame0000059.jpg,480,270
Marine Animal,300,139,83,13,vid_000320_frame0000059.jpg,480,270
Marine Animal,116,101,33,43,vid_000320_frame0000059.jpg,480,270
Marine Animal,48,110,56,78,vid_000320_frame0000059.jpg,480,270
Trash,138,141,87,68,vid_000329_frame0000028.jpg,480,270
Trash,284,102,40,23,vid_000338_frame0000026.jpg,480,270
Trash,246,121,47,32,vid_000349_frame0000081.jpg,480,270
Trash,218,128,24,39,vid_000349_frame0000081.jpg,480,270
Trash,308,46,116,63,vid_000350_frame0000101.jpg,480,270
Trash,58,100,166,133,vid_000363_frame0000014.jpg,480,270
Trash,199,117,58,42,vid_000367_frame0000002.jpg,480,270
Trash,43,126,202,125,vid_000386_frame0000021.jpg,480,270
Marine Animal,183,178,85,93,vid_000442_frame0000002.jpg,480,360
Marine Animal,187,167,66,55,vid_000443_frame0000089.jpg,480,360
Marine Animal,259,176,45,38,vid_000443_frame0000089.jpg,480,360
Marine Animal,335,184,31,36,vid_000443_frame0000089.jpg,480,360
Marine Animal,445,156,32,26,vid_000443_frame0000089.jpg,480,360
Marine Animal,3,146,49,39,vid_000443_frame0000089.jpg,480,360
Marine Animal,221,118,76,21,vid_000501_frame0000001.jpg,480,270
Marine Animal,246,46,100,31,vid_000501_frame0000001.jpg,480,270
Marine Animal,177,62,88,15,vid_000501_frame0000001.jpg,480,270
Marine Animal,84,93,57,18,vid_000501_frame0000001.jpg,480,270
Marine Animal,153,153,44,36,vid_000501_frame0000001.jpg,480,270
Marine Animal,318,165,43,14,vid_000501_frame0000001.jpg,480,270
Marine Animal,387,148,28,22,vid_000501_frame0000001.jpg,480,270
Marine Animal,439,133,28,21,vid_000501_frame0000001.jpg,480,270
Marine Animal,82,147,30,19,vid_000501_frame0000001.jpg,480,270
Marine Animal,96,127,39,24,vid_000501_frame0000001.jpg,480,270
Marine Animal,7,102,32,27,vid_000501_frame0000001.jpg,480,270
Trash,328,59,50,74,vid_000531_frame0000031.jpg,480,270
Trash,308,10,57,65,vid_000531_frame0000040.jpg,480,270
Trash,34,129,47,27,vid_000532_frame0000003.jpg,480,270
